  500   124750
    1     173      36
    1     174      39
    1     175      21
    1     176      50
    1     177       8
    1     178      13
    1     179       6
    1     180      21
    1     181      20
    1     182      15
    1     183      10
    1     184      47
    1     185      19
    1     186      38
    1     187      32
    1     188      23
    1     189      31
    1     190       6
    1     191      33
    1     192      29
    1     193      49
    1     194       1
    1     195      21
    1     196       1
    1     197      17
    1     198      19
    1     199      46
    1     200      50
    1     201      15
    1     202      37
    1     203      42
    1     204      33
    1     205      15
    1     206       4
    1     207       8
    1     208      46
    1     209      30
    1     210      45
    1     211      33
    1     212      22
    1     213      43
    1     214      34
    1     215       2
    1     216       7
    1     217      37
    1     218      40
    1     219      40
    1     220      50
    1     221      11
    1     222      18
    1     223       7
    1     224      37
    1     225      29
    1     226      13
    1     227      30
    1     228       8
    1     229      26
    1     230      48
    1     231      13
    1     232      49
    1     233      29
    1     234      22
    1     235      33
    1     236       8
    1     237      28
    1     238      13
    1     239      10
    1     240      23
    1     241      30
    1     242       4
    1     243      32
    1     244      19
    1     245      37
    1     246       7
    1     247      34
    1     248      50
    1     249       7
    1     250      38
    1     251      13
    1     252      29
    1     253      46
    1     254      10
    1     255       2
    1     256      43
    1     257      46
    1     258      44
    1     259      36
    1     260      28
    1     261      22
    1     262      35
    1     263       9
    1     264       7
    1     265       7
    1     266      16
    1     267      21
    1     268      26
    1     269      10
    1     270      48
    1     271      50
    1     272      39
    1     273      49
    1     274      13
    1     275      24
    1     276      28
    1     277      27
    1     278      16
    1     279      15
    1     280       6
    1     281      31
    1     282      38
    1     283       4
    1     284      19
    1     285      17
    1     286       8
    1     287       3
    1     288      21
    1     289      45
    1     290      19
    1     291      26
    1     292      46
    1     293      13
    1     294       8
    1     295      19
    1     296       9
    1     297      42
    1     298      47
    1     299       8
    1     300      29
    1     301      34
    1     302       6
    1     303      38
    1     304      11
    1     305      39
    1     306      13
    1     307      32
    1     308      38
    1     309       4
    1     310      25
    1     311      48
    1     312      29
    1     313      38
    1     314      38
    1     315      46
    1     316      10
    1     317      37
    1     318      45
    1     319      38
    1     320      38
    1     321       2
    1     322      24
    1     323      10
    1     324      30
    1     325      50
    1     326      13
    1     327      36
    1     328       3
    1     329      16
    1     330      11
    1     331      24
    1     332      31
    1     333       5
    1     334      17
    1     335      26
    1     336      20
    1     337      49
    1     338      23
    1     339      50
    1     340       8
    1     341      15
    1     342      10
    1     343       8
    1     344      19
    1     345      45
    1     346       8
    1     347      36
    1     348      40
    1     349      36
    1     350      22
    1     351      12
    1     352      43
    1     353      10
    1     354      17
    1     355      42
    1     356      18
    1     357      28
    1     358      30
    1     359      19
    1     360      19
    1     361      13
    1     362      30
    1     363      22
    1     364      16
    1     365      29
    1     366      35
    1     367      37
    1     368      19
    1     369      12
    1     370      31
    1     371       2
    1     372      22
    1     373      47
    1     374      46
    1     375      47
    1     376      43
    1     377      24
    1     378      34
    1     379      16
    1     380      40
    1     381      11
    1     382      32
    1     383      50
    1     384      44
    1     385      44
    1     386       9
    1     387      49
    1     388       2
    1     389      47
    1     390      40
    1     391       9
    1     392      32
    1     393      33
    1     394      27
    1     395      12
    1     396      44
    1     397      27
    1     398       1
    1     399      24
    1     400      40
    1     401      35
    1     402      33
    1     403       4
    1     404       6
    1     405      45
    1     406      32
    1     407      16
    1     408      25
    1     409      43
    1     410       7
    1     411      32
    1     412      15
    1     413      30
    1     414      29
    1     415       5
    1     416      33
    1     417      45
    1     418      31
    1     419      17
    1     420      39
    1     421      46
    1     422      44
    1     423       1
    1     424       5
    1     425      49
    1     426      47
    1     427      32
    1     428      37
    1     429       7
    1     430      24
    1     431      27
    1     432      19
    1     433       3
    1     434      36
    1     435      26
    1     436      48
    1     437       2
    1     438      50
    1     439      19
    1     440      11
    1     441      46
    1     442      48
    1     443      12
    1     444      29
    1     445       2
    1     446      34
    1     447       9
    1     448       5
    1     449       4
    1     450      40
    1     451      28
    1     452      18
    1     453      45
    1     454      24
    1     455      19
    1     456      22
    1     457      28
    1     458      16
    1     459       9
    1     460      26
    1     461      14
    1     462       5
    1     463      38
    1     464      24
    1     465      13
    1     466      14
    1     467      18
    1     468      33
    1     469      31
    1     470      43
    1     471      46
    1     472      19
    1     473       6
    1     474      12
    1     475      26
    1     476      46
    1     477      12
    1     478      27
    1     479      41
    1     480       8
    1     481      16
    1     482      26
    1     483      20
    1     484      19
    1     485      49
    1     486      42
    1     487       4
    1     488       9
    1     489       2
    1     490      34
    1     491      29
    1     492      33
    1     493      14
    1     494      35
    1     495      38
    1     496      37
    1     497      18
    1     498       1
    1     499      19
    1     500      50
    2       3      16
    2       4      48
    2       5      17
    2       6      50
    2       7      31
    2       8      50
    2       9      48
    2      10       2
    2      11      14
    2      12      28
    2      13      29
    2      14      33
    2      15      10
    2      16      35
    2      17      20
    2      18      29
    2      19      22
    2      20       7
    2      21      27
    2      22      27
    2      23      43
    2      24       7
    2      25      35
    2      26      20
    2      27       8
    2      28      46
    2      29      13
    2      30      39
    2      31      20
    2      32      42
    2      33      18
    2      34      42
    2      35       6
    2      36      34
    2      37      24
    2      38       7
    2      39      32
    2      40      29
    2      41      15
    2      42      36
    2      43      41
    2      44      19
    2      45      27
    2      46      18
    2      47      32
    2      48      45
    2      49      16
    2      50      50
    2      51       7
    2      52      42
    2      53      12
    2      54      43
    2      55      48
    2      56      48
    2      57      40
    2      58      23
    2      59       9
    2      60      31
    2      61      14
    2      62       9
    2      63      23
    2      64      34
    2      65      34
    2      66       7
    2      67       4
    2      68      11
    2      69      27
    2      70      11
    2      71      23
    2      72       5
    2      73      24
    2      74      35
    2      75      40
    2      76      45
    2      77       1
    2      78      29
    2      79      47
    2      80       5
    2      81      10
    2      82      31
    2      83      32
    2      84      18
    2      85      22
    2      86      50
    2      87      21
    2      88       2
    2      89      29
    2      90      17
    2      91      34
    2      92      31
    2      93      37
    2      94      10
    2      95      24
    2      96      35
    2      97      32
    2      98      27
    2      99       9
    2     100       1
    2     101      42
    2     102       4
    2     103       3
    2     104      35
    2     105      23
    2     106      11
    2     107      12
    2     108      40
    2     109      39
    2     110      24
    2     111      47
    2     112      29
    2     113      28
    2     114      38
    2     115      35
    2     116      38
    2     117      15
    2     118      42
    2     119       7
    2     120      12
    2     121      49
    2     122      46
    2     123      49
    2     124      26
    2     125       8
    2     126      13
    2     127      49
    2     128       3
    2     129       8
    2     130      10
    2     131       6
    2     132       4
    2     133      42
    2     134       8
    2     135      21
    2     136      31
    2     137      16
    2     138       3
    2     139      36
    2     140      49
    2     141      29
    2     142      38
    2     143      39
    2     144       3
    2     145       4
    2     146      28
    2     147      22
    2     148      29
    2     149      45
    2     150      45
    2     151      47
    2     152      12
    2     153       6
    2     154       4
    2     155       7
    2     156      35
    2     157      28
    2     158      48
    2     159      29
    2     160      29
    2     161      37
    2     162      16
    2     163      43
    2     164      39
    2     165       5
    2     166      28
    2     167      46
    2     168       1
    2     169      20
    2     170      35
    2     171      36
    2     172      21
    2     173      48
    2     174      34
    2     175      25
    2     176      45
    2     177      48
    2     178      38
    2     179      22
    2     180      46
    2     181      46
    2     182      42
    2     183      42
    2     184       9
    2     185      46
    2     186      45
    2     187      12
    2     188      38
    2     189       6
    2     190      37
    2     191      20
    2     192      39
    2     193      30
    2     194       6
    2     195      49
    2     196      49
    2     197      29
    2     198      41
    2     199      50
    2     200      16
    2     201      34
    2     202      22
    2     203      43
    2     204      36
    2     205      50
    2     206       2
    2     207      33
    2     208      19
    2     209      50
    2     210       9
    2     211      15
    2     212      11
    2     213      39
    2     214      20
    2     215      17
    2     216      42
    2     217      32
    2     218      47
    2     219      15
    2     220      49
    2     221      28
    2     222      34
    2     223       2
    2     224      49
    2     225      31
    2     226       5
    2     227       7
    2     228      31
    2     229      14
    2     230      36
    2     231      28
    2     232      26
    2     233      12
    2     234       9
    2     235      15
    2     236      10
    2     237      12
    2     238      45
    2     239      18
    2     240       7
    2     241      16
    2     242      50
    2     243      48
    2     244      45
    2     245      10
    2     246      42
    2     247      18
    2     248       4
    2     249      17
    2     250      32
    2     251      18
    2     252      34
    2     253       6
    2     254      13
    2     255      17
    2     256      30
    2     257      19
    2     258      34
    2     259      20
    2     260      24
    2     261      47
    2     262      48
    2     263      14
    2     264       6
    2     265      39
    2     266      34
    2     267      27
    2     268       9
    2     269       4
    2     270      36
    2     271      11
    2     272       6
    2     273      44
    2     274      42
    2     275      41
    2     276       3
    2     277      23
    2     278      16
    2     279      26
    2     280      13
    2     281      42
    2     282      47
    2     283      39
    2     284      49
    2     285       4
    2     286      34
    2     287       8
    2     288       5
    2     289      48
    2     290       8
    2     291       3
    2     292      30
    2     293      27
    2     294      11
    2     295      38
    2     296      38
    2     297      38
    2     298      49
    2     299      25
    2     300       5
    2     301      11
    2     302      28
    2     303       4
    2     304      13
    2     305      17
    2     306      13
    2     307      37
    2     308      33
    2     309      14
    2     310      12
    2     311       6
    2     312      20
    2     313      38
    2     314      37
    2     315      45
    2     316      45
    2     317      24
    2     318       8
    2     319      40
    2     320      38
    2     321      26
    2     322      44
    2     323      43
    2     324      30
    2     325      31
    2     326      35
    2     327      47
    2     328       6
    2     329      48
    2     330      18
    2     331      44
    2     332       2
    2     333      31
    2     334      13
    2     335       4
    2     336      25
    2     337      41
    2     338      46
    2     339      27
    2     340      23
    2     341      17
    2     342      39
    2     343      35
    2     344      10
    2     345      49
    2     346       9
    2     347       9
    2     348      20
    2     349      38
    2     350      36
    2     351      22
    2     352       4
    2     353      10
    2     354      46
    2     355       7
    2     356      23
    2     357       6
    2     358      14
    2     359      22
    2     360      33
    2     361      15
    2     362      20
    2     363      14
    2     364       2
    2     365      44
    2     366      28
    2     367      36
    2     368      37
    2     369      42
    2     370      28
    2     371      34
    2     372      32
    2     373      48
    2     374       9
    2     375      24
    2     376       9
    2     377      11
    2     378      20
    2     379      48
    2     380      30
    2     381      27
    2     382       8
    2     383      50
    2     384      26
    2     385      19
    2     386      13
    2     387      22
    2     388      19
    2     389      34
    2     390      16
    2     391       6
    2     392      35
    2     393       7
    2     394      23
    2     395      31
    2     396      28
    2     397      38
    2     398      46
    2     399      37
    2     400      49
    2     401      18
    2     402      50
    2     403      38
    2     404      19
    2     405      24
    2     406      10
    2     407       3
    2     408      29
    2     409      36
    2     410      39
    2     411      13
    2     412      31
    2     413      32
    2     414      42
    2     415       6
    2     416      32
    2     417      19
    2     418      45
    2     419      34
    2     420      24
    2     421      23
    2     422      20
    2     423      30
    2     424      38
    2     425       2
    2     426      15
    2     427      30
    2     428      33
    2     429      29
    2     430      43
    2     431      29
    2     432      10
    2     433      23
    2     434      43
    2     435      18
    2     436       9
    2     437       2
    2     438      34
    2     439      18
    2     440      26
    2     441      34
    2     442      48
    2     443      16
    2     444      42
    2     445      38
    2     446      17
    2     447       6
    2     448      24
    2     449      47
    2     450      37
    2     451      38
    2     452       6
    2     453      38
    2     454      15
    2     455      26
    2     456       5
    2     457      11
    2     458      40
    2     459      19
    2     460      28
    2     461      30
    2     462      19
    2     463       3
    2     464      41
    2     465      15
    2     466      48
    2     467       3
    2     468      50
    2     469      27
    2     470      41
    2     471      24
    2     472       9
    2     473      40
    2     474      20
    2     475      42
    2     476      45
    2     477      16
    2     478      47
    2     479      42
    2     480      13
    2     481       7
    2     482      21
    2     483      23
    2     484      38
    2     485       7
    2     486      32
    2     487       1
    2     488      16
    2     489       9
    2     490      47
    2     491      39
    2     492      29
    2     493      11
    2     494      28
    2     495      17
    2     496      47
    2     497      50
    2     498       4
    2     499      14
    2     500       7
    3       4      16
    3       5      13
    3       6       2
    3       7      21
    3       8      24
    3       9      42
    3      10      36
    3      11       1
    3      12      34
    3      13      39
    3      14      39
    3      15      17
    3      16      11
    3      17      19
    3      18      11
    3      19      25
    3      20      48
    3      21       7
    3      22       6
    3      23       1
    3      24      46
    3      25      22
    3      26      13
    3      27       6
    3      28       2
    3      29      11
    3      30       2
    3      31      19
    3      32      45
    3      33      15
    3      34      15
    3      35      38
    3      36      31
    3      37      18
    3      38      48
    3      39      49
    3      40      39
    3      41      47
    3      42      31
    3      43      33
    3      44      49
    3      45      28
    3      46      19
    3      47      45
    3      48      46
    3      49      33
    3      50      35
    3      51      21
    3      52      21
    3      53       3
    3      54       5
    3      55      38
    3      56      13
    3      57       6
    3      58      21
    3      59       8
    3      60      48
    3      61      46
    3      62      38
    3      63      11
    3      64      19
    3      65      23
    3      66      14
    3      67      41
    3      68      36
    3      69      26
    3      70      28
    3      71      14
    3      72      42
    3      73      45
    3      74      23
    3      75      40
    3      76      42
    3      77       8
    3      78      37
    3      79      46
    3      80      46
    3      81      32
    3      82      26
    3      83      11
    3      84      49
    3      85      40
    3      86      14
    3      87      45
    3      88      23
    3      89      39
    3      90      15
    3      91      25
    3      92      43
    3      93      20
    3      94       5
    3      95       3
    3      96      24
    3      97      28
    3      98      34
    3      99      28
    3     100      45
    3     101      42
    3     102       5
    3     103       1
    3     104       5
    3     105      38
    3     106      34
    3     107      36
    3     108      47
    3     109      26
    3     110      27
    3     111      14
    3     112      20
    3     113      35
    3     114       1
    3     115      15
    3     116      25
    3     117      10
    3     118      46
    3     119      23
    3     120      10
    3     121      30
    3     122      37
    3     123      37
    3     124      12
    3     125      38
    3     126       1
    3     127       9
    3     128       1
    3     129       9
    3     130       5
    3     131      17
    3     132      33
    3     133       4
    3     134      10
    3     135      30
    3     136      12
    3     137      42
    3     138       3
    3     139      47
    3     140       3
    3     141      44
    3     142      18
    3     143      22
    3     144      23
    3     145      48
    3     146      30
    3     147      12
    3     148       5
    3     149      14
    3     150      15
    3     151      17
    3     152      25
    3     153      40
    3     154      32
    3     155       5
    3     156      35
    3     157      33
    3     158      16
    3     159       7
    3     160      29
    3     161      46
    3     162      46
    3     163      47
    3     164      26
    3     165      14
    3     166       9
    3     167       7
    3     168      16
    3     169      24
    3     170       6
    3     171      29
    3     172      34
    3     173      18
    3     174      29
    3     175       2
    3     176      21
    3     177      29
    3     178      36
    3     179      27
    3     180      32
    3     181       3
    3     182       1
    3     183       6
    3     184      29
    3     185      34
    3     186       3
    3     187      41
    3     188      49
    3     189      13
    3     190      32
    3     191      10
    3     192      47
    3     193      40
    3     194      32
    3     195      32
    3     196       2
    3     197      45
    3     198      16
    3     199      17
    3     200      18
    3     201       2
    3     202      25
    3     203      29
    3     204       9
    3     205      35
    3     206      45
    3     207      30
    3     208      42
    3     209      20
    3     210      23
    3     211       5
    3     212       8
    3     213      41
    3     214      31
    3     215      21
    3     216      43
    3     217      32
    3     218      31
    3     219      28
    3     220      10
    3     221      27
    3     222      46
    3     223      45
    3     224      34
    3     225      28
    3     226      28
    3     227      14
    3     228      17
    3     229      12
    3     230      17
    3     231      15
    3     232      38
    3     233       7
    3     234      44
    3     235      48
    3     236      26
    3     237      22
    3     238      17
    3     239       9
    3     240      17
    3     241      32
    3     242      18
    3     243      18
    3     244      10
    3     245       4
    3     246      31
    3     247       1
    3     248       7
    3     249      36
    3     250       8
    3     251      11
    3     252       8
    3     253      31
    3     254      39
    3     255      20
    3     256      23
    3     257      25
    3     258      27
    3     259       2
    3     260      14
    3     261      35
    3     262      26
    3     263      17
    3     264      16
    3     265      28
    3     266      47
    3     267      20
    3     268      45
    3     269      15
    3     270      38
    3     271      14
    3     272       5
    3     273      28
    3     274      45
    3     275       2
    3     276       6
    3     277      21
    3     278      42
    3     279      36
    3     280       6
    3     281       2
    3     282       2
    3     283      41
    3     284      28
    3     285      34
    3     286      38
    3     287      10
    3     288      22
    3     289      40
    3     290      45
    3     291      33
    3     292      43
    3     293      28
    3     294      45
    3     295      32
    3     296      31
    3     297      10
    3     298      37
    3     299       9
    3     300      23
    3     301      31
    3     302      10
    3     303      43
    3     304      27
    3     305       3
    3     306      15
    3     307      41
    3     308      49
    3     309      49
    3     310      33
    3     311      16
    3     312      17
    3     313      25
    3     314      21
    3     315      47
    3     316      48
    3     317      12
    3     318      40
    3     319      42
    3     320      39
    3     321       1
    3     322      44
    3     323       6
    3     324      37
    3     325      33
    3     326      33
    3     327      34
    3     328      28
    3     329      40
    3     330      27
    3     331      45
    3     332      42
    3     333      27
    3     334      40
    3     335      35
    3     336      32
    3     337      44
    3     338      36
    3     339      17
    3     340      41
    3     341      18
    3     342      22
    3     343      34
    3     344      50
    3     345      41
    3     346      36
    3     347      45
    3     348      31
    3     349      38
    3     350      18
    3     351      50
    3     352      43
    3     353      38
    3     354      36
    3     355      45
    3     356      37
    3     357      15
    3     358      35
    3     359      16
    3     360      20
    3     361      44
    3     362      39
    3     363      12
    3     364      29
    3     365      45
    3     366      28
    3     367      17
    3     368      31
    3     369      34
    3     370      35
    3     371      26
    3     372       7
    3     373      36
    3     374      47
    3     375      14
    3     376      21
    3     377       1
    3     378      33
    3     379      29
    3     380      14
    3     381      14
    3     382      42
    3     383      36
    3     384       5
    3     385      24
    3     386      14
    3     387      48
    3     388      34
    3     389      47
    3     390      33
    3     391      28
    3     392      29
    3     393      42
    3     394      48
    3     395      50
    3     396      44
    3     397      47
    3     398       9
    3     399      11
    3     400       9
    3     401      18
    3     402       5
    3     403      42
    3     404       9
    3     405      36
    3     406      24
    3     407      48
    3     408       7
    3     409      24
    3     410       3
    3     411      28
    3     412      41
    3     413      12
    3     414      18
    3     415      27
    3     416       7
    3     417      45
    3     418      19
    3     419       8
    3     420      47
    3     421      35
    3     422      35
    3     423      44
    3     424      26
    3     425      18
    3     426      27
    3     427      21
    3     428      28
    3     429      13
    3     430      14
    3     431      26
    3     432      43
    3     433      18
    3     434      46
    3     435      46
    3     436      11
    3     437      14
    3     438      43
    3     439      38
    3     440      43
    3     441       4
    3     442      33
    3     443      23
    3     444      21
    3     445      28
    3     446      21
    3     447      26
    3     448      50
    3     449      42
    3     450      33
    3     451      21
    3     452      16
    3     453      27
    3     454      42
    3     455      40
    3     456      30
    3     457      26
    3     458      31
    3     459       9
    3     460      16
    3     461       2
    3     462      24
    3     463       9
    3     464      24
    3     465      25
    3     466      16
    3     467      48
    3     468      20
    3     469      35
    3     470      17
    3     471      34
    3     472      14
    3     473      29
    3     474      48
    3     475      35
    3     476      17
    3     477      17
    3     478      18
    3     479      14
    3     480      25
    3     481      36
    3     482      43
    3     483      26
    3     484      20
    3     485       9
    3     486      41
    3     487      33
    3     488       9
    3     489      29
    3     490       1
    3     491      41
    3     492      26
    3     493      42
    3     494      18
    3     495      10
    3     496      23
    3     497      14
    3     498       1
    3     499      31
    3     500      50
    4       5       4
    4       6      50
    4       7      36
    4       8      26
    4       9      26
    4      10      39
    4      11       8
    4      12       1
    4      13      48
    4      14       4
    4      15      22
    4      16      19
    4      17      18
    4      18       1
    4      19       3
    4      20      48
    4      21      17
    4      22       5
    4      23      20
    4      24       8
    4      25      27
    4      26      12
    4      27      45
    4      28      33
    4      29       1
    4      30      28
    4      31      40
    4      32      29
    4      33      40
    4      34       8
    4      35       8
    4      36      42
    4      37      24
    4      38      49
    4      39      34
    4      40      15
    4      41      38
    4      42      44
    4      43      49
    4      44      39
    4      45      30
    4      46       2
    4      47      15
    4      48      37
    4      49      20
    4      50      35
    4      51      28
    4      52       4
    4      53      39
    4      54      45
    4      55       7
    4      56      18
    4      57      41
    4      58      43
    4      59      15
    4      60      38
    4      61      46
    4      62      21
    4      63      48
    4      64      49
    4      65       8
    4      66      45
    4      67      46
    4      68      46
    4      69      35
    4      70       2
    4      71      17
    4      72       4
    4      73       6
    4      74       2
    4      75      27
    4      76      17
    4      77      24
    4      78      32
    4      79      44
    4      80      48
    4      81      12
    4      82      32
    4      83      46
    4      84      44
    4      85      35
    4      86      10
    4      87      22
    4      88      19
    4      89      10
    4      90      28
    4      91       5
    4      92      23
    4      93       5
    4      94      32
    4      95      44
    4      96      36
    4      97      10
    4      98      34
    4      99       3
    4     100      32
    4     101       1
    4     102      45
    4     103       1
    4     104      20
    4     105      33
    4     106      18
    4     107      11
    4     108      35
    4     109       7
    4     110      33
    4     111       7
    4     112       5
    4     113      27
    4     114      16
    4     115      10
    4     116       2
    4     117      25
    4     118      44
    4     119      49
    4     120      13
    4     121      31
    4     122      11
    4     123       2
    4     124      18
    4     125      50
    4     126      13
    4     127      37
    4     128      44
    4     129      16
    4     130      39
    4     131      44
    4     132      18
    4     133      24
    4     134      18
    4     135       9
    4     136      50
    4     137       6
    4     138      28
    4     139       1
    4     140      35
    4     141      16
    4     142       6
    4     143       3
    4     144       6
    4     145      49
    4     146      45
    4     147       7
    4     148       2
    4     149      20
    4     150      30
    4     151      19
    4     152      20
    4     153      43
    4     154       9
    4     155       1
    4     156      10
    4     157       6
    4     158       1
    4     159      46
    4     160      20
    4     161      34
    4     162      11
    4     163      30
    4     164       9
    4     165      15
    4     166       9
    4     167      27
    4     168      41
    4     169      22
    4     170      42
    4     171      44
    4     172      41
    4     173      48
    4     174      16
    4     175      28
    4     176      38
    4     177      38
    4     178      34
    4     179      20
    4     180      22
    4     181      38
    4     182      44
    4     183      22
    4     184      30
    4     185      27
    4     186       9
    4     187      17
    4     188      41
    4     189      36
    4     190      22
    4     191      31
    4     192      17
    4     193      44
    4     194       8
    4     195      33
    4     196       7
    4     197      17
    4     198      11
    4     199      30
    4     200      31
    4     201      45
    4     202      23
    4     203      11
    4     204      22
    4     205      34
    4     206      44
    4     207      23
    4     208      12
    4     209      16
    4     210      35
    4     211       3
    4     212      33
    4     213      27
    4     214      49
    4     215      49
    4     216      34
    4     217      43
    4     218      43
    4     219      39
    4     220      28
    4     221       3
    4     222      32
    4     223      37
    4     224       6
    4     225      13
    4     226      37
    4     227       9
    4     228      12
    4     229       6
    4     230      48
    4     231      26
    4     232       6
    4     233      13
    4     234       1
    4     235      50
    4     236      12
    4     237      25
    4     238      50
    4     239      22
    4     240      25
    4     241      46
    4     242      48
    4     243       3
    4     244      27
    4     245      50
    4     246       8
    4     247      47
    4     248      11
    4     249      42
    4     250      35
    4     251       9
    4     252       6
    4     253      28
    4     254      31
    4     255       6
    4     256      34
    4     257      35
    4     258       8
    4     259      48
    4     260      21
    4     261      35
    4     262      14
    4     263      33
    4     264      26
    4     265      50
    4     266      21
    4     267      37
    4     268       8
    4     269      10
    4     270      18
    4     271      31
    4     272       6
    4     273       5
    4     274      48
    4     275      20
    4     276      21
    4     277      11
    4     278      43
    4     279      23
    4     280      34
    4     281       8
    4     282      26
    4     283      45
    4     284      39
    4     285      30
    4     286      48
    4     287      19
    4     288      48
    4     289      32
    4     290      41
    4     291      39
    4     292      20
    4     293      27
    4     294      45
    4     295      37
    4     296      13
    4     297      32
    4     298      14
    4     299      38
    4     300      48
    4     301      19
    4     302      30
    4     303      10
    4     304      38
    4     305       9
    4     306      22
    4     307       3
    4     308      37
    4     309       9
    4     310      13
    4     311      27
    4     312       1
    4     313      46
    4     314       4
    4     315      21
    4     316      40
    4     317      24
    4     318       5
    4     319      18
    4     320      21
    4     321      29
    4     322       8
    4     323      34
    4     324      20
    4     325       9
    4     326       5
    4     327       8
    4     328      35
    4     329      31
    4     330      21
    4     331       6
    4     332      17
    4     333      22
    4     334       9
    4     335      36
    4     336      42
    4     337       4
    4     338      33
    4     339      20
    4     340      38
    4     341      13
    4     342      31
    4     343      30
    4     344       9
    4     345       6
    4     346      26
    4     347      37
    4     348      29
    4     349       4
    4     350      17
    4     351      21
    4     352      21
    4     353      35
    4     354      31
    4     355      18
    4     356      25
    4     357      16
    4     358      29
    4     359      47
    4     360      15
    4     361      29
    4     362      48
    4     363      14
    4     364      35
    4     365      44
    4     366      43
    4     367      49
    4     368      30
    4     369      44
    4     370      45
    4     371       9
    4     372      16
    4     373      31
    4     374      39
    4     375      13
    4     376       5
    4     377      20
    4     378      34
    4     379      35
    4     380      35
    4     381      39
    4     382      32
    4     383      38
    4     384      15
    4     385      46
    4     386      29
    4     387      14
    4     388      14
    4     389       4
    4     390      36
    4     391      25
    4     392      18
    4     393      23
    4     394       3
    4     395      33
    4     396      40
    4     397      17
    4     398      15
    4     399      24
    4     400       8
    4     401      29
    4     402      41
    4     403      22
    4     404      20
    4     405      14
    4     406      26
    4     407      44
    4     408      30
    4     409      12
    4     410      17
    4     411      38
    4     412      47
    4     413      38
    4     414      23
    4     415      25
    4     416      37
    4     417      20
    4     418      40
    4     419      43
    4     420      14
    4     421      49
    4     422       9
    4     423      38
    4     424      32
    4     425      36
    4     426      25
    4     427       8
    4     428       2
    4     429      11
    4     430       4
    4     431      19
    4     432      10
    4     433      36
    4     434       5
    4     435      43
    4     436      24
    4     437      50
    4     438      24
    4     439      40
    4     440      43
    4     441      17
    4     442      17
    4     443      24
    4     444      47
    4     445      26
    4     446      33
    4     447      45
    4     448      25
    4     449      19
    4     450      37
    4     451      40
    4     452      43
    4     453      14
    4     454      19
    4     455       6
    4     456       1
    4     457      48
    4     458       1
    4     459      41
    4     460      48
    4     461      47
    4     462       2
    4     463      43
    4     464      46
    4     465      20
    4     466      13
    4     467      22
    4     468      44
    4     469       9
    4     470      48
    4     471      31
    4     472       9
    4     473      45
    4     474       5
    4     475      13
    4     476      40
    4     477      20
    4     478      16
    4     479      18
    4     480       1
    4     481      46
    4     482      41
    4     483      38
    4     484      12
    4     485      30
    4     486       1
    4     487      17
    4     488      10
    4     489      28
    4     490      17
    4     491       5
    4     492      48
    4     493      15
    4     494      25
    4     495      23
    4     496      18
    4     497      32
    4     498       7
    4     499      22
    4     500       9
    5       6      11
    5       7      24
    5       8      42
    5       9      34
    5      10      43
    5      11      32
    5      12       3
    5      13      28
