 5000   25000
   14    3237      70
   14    4576      98
   14    4759      35
   14    4829      20
   14    4906      43
   15     132      47
   15     551      33
   15     641      59
   15    1120      85
   15    1180       1
   15    1441      27
   15    1560       4
   15    1818      12
   15    1870      84
   15    2470      86
   15    2802      43
   15    2894      34
   15    3797      37
   16     408      79
   16     420      67
   16    1619      33
   16    1633      54
   16    1739       4
   16    3752      48
   16    3797      60
   16    4231       5
   17     398      40
   17    1288     100
   17    1559      11
   17    1650       8
   17    2467      88
   17    2973      21
   17    3479      70
   17    3498      70
   17    3526      49
   17    4832      35
   18    1204      35
   18    3414      42
   18    4744      56
   19     119      30
   19    1869      38
   19    1913      19
   19    2564      71
   19    2821      69
   19    3947      71
   19    4232      17
   19    4421      43
   20    1046      90
   20    1136      95
   20    1600      32
   20    1946      90
   20    3646      86
   20    3689      46
   20    4330      57
   20    4915      72
   21     179      89
   21    1894      18
   21    3488      24
   22     158      63
   22     458      51
   22     562      54
   22     601      43
   22     701      86
   22    1362      21
   22    1603       4
   22    2140      97
   22    2915      63
   22    3194      87
   22    3273      58
   23    3256      64
   23    3432      33
   23    3508      81
   23    3744      74
   23    3754      58
   23    4575      55
   23    4970      19
   24    2313      72
   24    2375      62
   24    2709      63
   24    3064      10
   25     156      85
   25    3454      19
   25    3472      66
   25    4590      83
   25    4595      98
   26     137      23
   26     213      74
   26    1837      30
   26    2066      20
   26    4122      64
   26    4130      63
   27     336      93
   27    1553      14
   27    1757      88
   27    2316      45
   27    4149      93
   27    4763      80
   28     773      97
   28    1011      99
   28    1106      83
   28    3421      49
   28    3616      64
   28    3708      13
   28    3719       5
   28    4119      78
   28    4179      76
   28    4587      15
   29     315      34
   29     867      39
   29    1686      70
   29    2243      26
   29    2805      75
   29    3065      36
   29    3117      37
   29    3203      70
   29    3274      74
   29    3550      20
   29    3964      95
   29    4027      23
   29    4176      30
   30      38      83
   30     187      60
   30     198      16
   30     328      67
   30     690      20
   30     967      33
   30    1505      73
   30    2364      37
   30    2683      52
   30    3194      45
   30    3455      57
   30    3561      69
   30    3580      50
   30    4482      98
   31     467      11
   31     736      19
   31    2567       5
   31    2797      74
   31    3150      68
   31    3206      34
   31    3892      11
   31    4362      31
   31    4412      82
   32     174      26
   32     691      69
   32     785      34
   32    1637      14
   32    2187      41
   32    2513      83
   33     283      28
   33     463      65
   33     853     100
   33     985      45
   33    2021      39
   33    2049      79
   33    2390      65
   33    2814      11
   33    2917      58
   33    3531      18
   33    3615      43
   33    3813      74
   33    4890      58
   34     205      10
   34     612       1
   34    1167      95
   34    1537       1
   34    1941      99
   34    2040      28
   34    2543      57
   34    2568      65
   34    2887      84
   34    3114       9
   34    3472      42
   34    3683      84
   34    4140       5
   34    4902      77
   35    1443      27
   35    2257      42
   35    2319      55
   35    3264     100
   35    4183      27
   36     339      26
   36     642      41
   36     655      27
   36     681      85
   36    2259      29
   36    3126      76
   36    3244      77
   36    3262      63
   36    3789      98
   36    3893      25
   36    3947      47
   36    3975      20
   36    4075      44
   36    4387      73
   36    4463      95
   36    4566      11
   37      87      68
   37    1048      39
   37    1247      21
   37    1374      20
   37    1385      43
   37    1813      31
   37    1876      17
   37    2442     100
   37    2625      71
   37    2697      27
   37    3019      61
   37    3826      88
   37    4208      33
   37    4219      19
   37    4333      99
   38     233      49
   38    1591      26
   38    1884       7
   38    2106      37
   38    2512      87
   38    3508      75
   38    3541      29
   38    4583      18
   38    4749      95
   38    4963      35
   39    1540      40
   39    1879      96
   39    2214      22
   39    3099      59
   39    3389      69
   39    3858      62
   39    4163      17
   39    4398      82
   40     894      56
   40    1122      39
   40    1503      52
   40    1578      12
   40    2586      53
   40    3961      27
   41      75       7
   41     181      49
   41     447      61
   41    1487      42
   41    2259      62
   41    2356      33
   41    3550      61
   41    3578      36
   41    3854      67
   41    4101       4
   41    4591      66
   41    4932       8
   42     668       7
   42    1664      85
   42    3375      55
   42    3498      65
   42    4335      84
   42    4513      54
   43     947      63
   43    3228      59
   43    3296      73
   43    3812      36
   43    3886       2
   43    3941      79
   43    4266      50
   43    4283      99
   43    4460      13
   43    4948      98
   43    4949       1
   44     246      69
   44     426      51
   44     649      43
   44     659      58
   44     661      57
   44    1676      24
   44    1867      20
   44    2792      23
   44    3111      98
   44    3259      63
   44    3728       3
   44    3761      50
   44    3781      99
   44    4806       4
   45      51      27
   45      58      83
   45     586      60
   45     834      25
   45    1449      48
   45    2177      93
   45    2777      91
   45    3050      54
   45    3314      60
   45    3990      86
   45    4309      19
   46    1774      30
   46    1849      63
   46    2048      47
   46    2088       5
   46    2175       2
   46    2708      48
   46    2798       6
   46    4239      88
   46    4264      21
   47     730      11
   47    1068      61
   47    1872       9
   47    2503     100
   47    2774      63
   47    2920      14
   48     675      45
   48    1078      50
   48    1664      43
   48    2140      53
   48    3379      45
   48    3579      19
   48    3954      78
   48    4263      25
   49     304      86
   49     344      84
   49     606      52
   49     821      26
   49     849      48
   49    1153      26
   49    1328      51
   49    1425      87
   49    1724      64
   49    2909      69
   49    3399      70
   49    3611      96
   49    3841      10
   49    4046      53
   50     525       4
   50    1874      64
   50    2000      82
   50    2153      47
   50    2980      85
   50    3631      96
   50    3787       3
   51     687      38
   51     914       1
   51     925      23
   51    1339      32
   51    1805      63
   51    1994       4
   51    2201      35
   51    2874       9
   51    4480      66
   51    4736      66
   51    4959      95
   52     218      44
   52     244      69
   52     377       9
   52     598       1
   52     730      35
   52    1233      64
   52    2802      53
   52    3957      47
   52    4428      18
   52    4587      14
   53    1612      50
   53    1814      40
   53    3565      98
   53    3570      48
   53    3697      69
   53    4232      46
   53    4594      96
   54    1183      50
   54    1499      47
   54    1877      19
   54    2677       6
   54    3535      93
   54    3662      36
   54    3704      78
   54    4143       3
   54    4848      57
   55    1179      97
   55    1256      64
   55    1475      68
   55    2410      21
   55    2780      17
   55    2846       9
   55    3770      80
   56     784      30
   56     973      90
   56    1221      39
   56    1948      62
   56    1965      80
   56    2037      39
   56    2144      17
   56    3899      66
   56    4563      70
   57     786      97
   57    1483      85
   57    1845      39
   57    1851       8
   57    2093      30
   57    2625       8
   57    3350      82
   57    3770      62
   57    4013      76
   58     877      33
   58    1278      65
   58    1441      24
   58    1609      52
   58    2139      60
   58    2205      38
   58    2541      23
   58    2696      86
   58    2822      13
   58    2842      47
   58    3356       2
   58    3361      38
   58    3493      84
   58    3570      61
   58    4217       9
   58    4501      83
   58    4735      15
   59     119      66
   59    1108      93
   59    1192      19
   59    1969      68
   59    2660       1
   59    3418      19
   59    3630      54
   59    4264       7
   59    4547      76
   60     270      62
   60     594      30
   60    1039      98
   60    2234      65
   60    3382      90
   60    3421      21
   60    4088      59
   60    4790      91
   61     341      13
   61     427      61
   61     431      38
   61     780      12
   61    2606      25
   61    2797      97
   61    3891      64
   61    4366      12
   61    4716      91
   61    4725      53
   61    4996      81
   62    1235      75
   62    1368      30
   62    1744      64
   62    2840      19
   62    2903      49
   62    2955      16
   62    3197      46
   62    3536      40
   62    3593      97
   62    3914      88
   62    4086      24
   62    4974       8
   63     119      13
   63     798      37
   63     923      51
   63     943      69
   63    1099      68
   63    1318      39
   63    1502      34
   63    1858      94
   63    2201      70
   63    2377      80
   63    2501      32
   63    3138      98
   63    3178      57
   63    3232      29
   63    3357      84
   63    4868      16
   64     265      73
   64     725      61
   64    1447      17
   64    3804      52
   65    1073      44
   65    2143      57
   65    2219      30
   65    2660      64
   65    3130      48
   65    3461      46
   65    3494      99
   65    3653      23
   65    3957       3
   66     919      63
   66    2368      63
   66    2572      79
   66    2896      47
   66    3877      69
   66    4145      68
   66    4198      53
   66    4331      77
   67     678      21
   67    1303      65
   67    1325      24
   67    1638      23
   67    1727      50
   67    3169      93
   67    3280      73
   67    3879      99
   67    4761       3
   68     261      53
   68     379      87
   68     948      18
   68    1059      89
   68    1303      39
   68    1422      43
   68    2103      21
   68    2216      16
   68    2397      42
   68    2472      52
   68    3160      75
   68    3612      60
   69     241      54
   69     413      18
   69     433       9
   69    1281      38
   69    1622      89
   69    1652      96
   69    2067      90
   69    2557      79
   69    3040      21
   69    3759      99
   69    3795      24
   69    4076      92
   69    4228      87
   69    4363      95
   69    4829      80
   70     497      44
   70    1007      97
   70    1409       8
   70    1674      67
   70    2915      52
   70    3500      92
   71     395      85
   71     716      68
   71     872      87
   71     887      97
   71     983      64
   71    1009      79
   71    1367      87
   71    1906      85
   71    2052      28
   71    2391      75
   71    3349      28
   71    3713      46
   71    3797      98
   71    3980      60
   71    4378      71
   72     516      29
   72     811      99
   72     896      12
   72    1063      74
   72    1196     100
   72    2898      32
   72    3039      19
   72    3658      73
   72    3791      65
   72    3848       8
   72    3939      91
   72    3945      29
   72    4396      90
   72    4668      27
   72    4970      51
   73    1226      43
   73    1768      80
   73    2312      40
   73    3348      47
   73    3437       3
   73    3781      79
   73    3785      67
   73    4120      48
   73    4423      18
   73    4640      48
   73    4851      19
   74     413      21
   74     468      66
   74     840      29
   74     983      79
   74    1391      59
   74    3770      26
   74    3857      90
   74    4027      31
   74    4271      81
   75    1410      63
   75    1821      18
   75    1888      51
   75    1974      93
   75    2450      40
   75    3219      35
   75    3651      80
   75    4562      91
   76     166      53
   76     302      65
   76     329      23
   76     613      58
   76    1783      41
   76    2083      34
   76    2150      58
   76    2810      74
   76    3116      80
   77      97      25
   77     108      50
   77     226      68
   77     349      79
   77     898       7
   77    1156      60
   77    1650      67
   77    1704      74
   77    2064       9
   77    3254      73
   78     587      32
   78    1026       8
   78    2156      93
   78    2331      65
   78    2786      70
   78    2936      16
   78    3197      91
   79      98      29
   79    1524       3
   79    1689      85
   79    2950      87
   79    2955       8
   79    4347      33
   79    4453       2
   79    4763      53
   79    4904      75
   79    4994      80
   80     486      44
   80    1535      97
   80    1806      74
   80    2085      22
   80    2157      83
   80    2184      11
   80    2274      37
   80    2479      21
   80    3194       7
   80    3286      88
   80    3383      63
   80    4033       9
   80    4437      59
   80    4679      18
   81     388      47
   81     933      56
   81    2077      21
   81    3716      58
   81    4002      40
   81    4388      58
   82     128      27
   82     750       8
   82    1310       2
   82    1435      38
   82    1589      90
   82    2477      10
   82    2731      28
   82    3567      53
   82    3691      62
   82    3888      57
   82    3990      90
   82    4711      61
   83      90      45
   83     143      14
   83     387      63
   83    1312       9
   83    2236      80
   83    2985      79
   83    3481      29
   83    3536      32
   84    1007      16
   84    1038      25
   84    1385      49
   84    1398       1
   84    3161      81
   84    3249      85
   84    3562      83
   84    3969      32
   84    4146       4
   84    4531      41
   84    4999      47
   85     114      96
   85     341       9
   85     849      31
   85    1837      54
   85    2049      22
   85    2076      36
   85    2480      97
   85    3189      15
   85    4307      20
   86     398     100
   86     538      52
   86    1474      46
   86    1759      61
   86    2860       3
   86    3185      27
   86    3398      74
   86    3716      17
   86    3906      56
   86    3975      54
   86    4179      69
   86    4211      18
   86    4288      19
   86    4319      41
   86    4393      66
   87     167      70
   87     402      93
   87    1382      39
   87    2958     100
   87    2993      97
   87    3144      61
   87    3183      83
   87    3550      79
   87    3830      34
   87    3889      55
   87    4345      66
   87    4382      57
   87    4551      83
   87    4562      40
   87    4790      71
   87    4869      71
   87    4882      73
   88     682      70
   88     783      46
   88    1324      72
   88    1399      82
   88    2185      79
   88    3055      86
   88    4231      15
   88    4508      74
   88    4604      84
   88    4867      55
   89     564      47
   89     645      36
   89    1432      60
   89    1874      48
   89    2236      19
   89    2357       1
   89    2837      88
   89    2979       7
   89    4343      61
   90     583       5
   90     758      51
   90     771      92
   90     931      60
   90    1112      34
   90    1399      41
   90    1617      98
   90    2071      96
   90    2148      57
   90    2888       7
   90    3061       3
   90    3916      25
   90    4016      14
   90    4349      47
   90    4411      69
   90    4527      60
   90    4593      13
   91     918      19
   91     980      62
   91    1184      56
   91    3361      80
   91    3789      97
   92     614      17
   92     938      93
   92     939       8
   92    3364      84
   92    3680      42
   92    3882      16
   92    4067      84
   92    4853      54
   93     541      21
   93     708      53
   93    2366     100
   93    3835      12
   93    3978      97
   93    4793      16
   93    4912       4
   94     914      94
   94    2761      20
   94    3098      14
   94    3688      91
   94    4278      90
   94    4683      16
   94    4836      75
   95     507      64
   95     825      98
   95     833      63
   95    1422      72
   95    3359      36
   95    3585      97
   95    3868      35
   96     116      94
   96     646      63
   96     731      91
   96    1220      80
   96    1306      71
   96    1425      66
   96    1812      87
   96    1854      65
   96    2007      76
   96    2313      95
   96    4516      93
   96    4908      52
   97     590      48
   97    1090      78
   97    1386      56
   97    1616      13
   97    2021      49
   97    2222      64
   97    2249      73
   97    2664      70
   97    3010       4
   97    3215      21
   97    3586      31
   97    3965      29
   97    4265      25
   97    4676      86
   98     387      51
   98    1641      82
   98    1893      36
   98    2173      15
   98    2347      68
   98    2808      58
   98    2895      29
   98    3082      76
   98    3260      13
   98    3552      27
   98    4867      39
   99     620      54
   99    1621      81
   99    1833      33
   99    2606      55
   99    2776      81
   99    2851      67
   99    3266      31
   99    3419       1
   99    4204      69
   99    4216      31
   99    4528      36
  100     413      95
  100     464      67
  100     827      20
  100    1381       2
  100    2181      91
  100    2384      90
  100    2776      23
  100    2818      89
  100    4535      47
  101     120      12
  101     272      18
  101     313      29
  101     612      37
  101    1464      26
  101    1919      63
  101    2083      99
  101    2206      49
  101    2685      10
  101    2711      45
  101    2829      92
  101    3509      79
  101    3712      40
  101    3791      71
  101    3898      35
  101    4800      37
  102     185      25
  102     958      98
  102    2385      94
  102    2435      91
  102    2728      93
  102    4134      81
  102    4428      13
  103    1592      27
  103    3132      27
  103    3694      80
  103    4133      80
  103    4793       5
  104    1104      71
  104    1482      45
  104    2830      52
  104    3487       1
  104    3491      94
  104    4219       5
  104    4860      58
  104    4872      77
  105     185      71
  105     882      96
  105    1080      67
  105    1094      64
  105    1156      40
  105    1158       6
  105    2151      32
  105    2659      27
  105    2695      73
  105    2717      24
  105    2960       3
  105    3368      78
  105    3692      74
  105    4453      31
  106     666      66
  106    1496      89
  106    1501      15
  106    1644      71
  106    3113      88
  107    1318      90
  107    2025      21
  107    2283      91
  107    2569      68
  107    2919      62
  107    3109      81
  107    3116      58
  107    3240      11
  107    3757      92
  107    3770      92
  107    3776      61
  107    3831      93
  107    4550      93
  108     849      96
  108    1413      69
  108    1448      90
  108    1992      19
  108    2059      18
  108    2142      60
  108    2639       9
  108    2748      51
  108    3023      86
  108    3211      14
  108    3494      93
  108    3577      29
  108    3912      28
  108    4314      26
  108    4366      72
  109     347      26
  109     769      86
  109    1923      85
  109    2308      77
  109    2780      20
  109    3084      56
  109    3251       5
  109    3763      71
  109    4269      73
  109    4644      87
  109    4977      79
  110    2511      94
  110    2765      32
  110    3687       3
  110    3981      91
  110    4098      39
  110    4602      78
  111    1663       3
  111    2889      79
  111    3465      97
  111    4402      98
  111    4678      99
  112     680      91
  112     690       7
  112     751      86
  112    1115      60
  112    1429      37
  112    3814      47
  112    4229      98
  112    4644      37
  112    4947      83
  112    4952      77
  113     537      49
  113     951       1
  113    1396      74
  113    1823      46
  113    2149      19
  113    2441      54
  113    2642      25
  113    3240      77
  113    3367      37
  113    3532      88
  113    4310      95
  113    4590      72
  114     946      62
  114    1158      15
  114    1683      87
  114    1823     100
  114    2516      11
  114    2989      78
  114    3061      56
  114    3272      50
  114    3697      98
  114    3880      64
  114    3951     100
  114    4316      31
  114    4964      42
  115     248      44
  115     992      78
  115    1056      81
  115    1829      70
  115    2664      31
  115    3175     100
  115    3852      98
  115    4421      98
  115    4427      16
  115    4689      89
  116    1123      75
  116    2175      24
  116    2470      77
  116    2864      48
  116    3744      85
  116    3918      25
  116    4516       7
  116    4520      92
  117    1672      77
  117    2002      82
  117    2361      98
  117    3262      38
  117    4326      90
  117    4909      54
  118    1466      68
  118    1718       7
  118    2632      43
  118    3217      39
  118    3422      57
  118    3498      54
  118    4049      79
  119     169      68
  119     216       5
  119    1126      21
  119    1824      98
  119    4335       2
  119    4444      34
  119    4466      37
  119    4896       2
  119    4947      43
  120     444      43
  120     897      85
  120    1587      64
  120    1919      58
  120    1968      47
  120    2984      21
  120    3388      10
  120    3430      36
  120    3947      78
  120    4296      35
  120    4427      95
  120    4949      94
  121     816      29
  121    1331      84
  121    1741      32
  121    2260      72
  121    2737      10
  121    2855      34
  121    3434       5
  121    3540      95
  121    3608      67
  121    3999      48
  122     174      13
  122     295      17
  122    2100      95
  122    2113      98
  122    2427      82
  122    2773      90
  122    3216      65
  122    3573      65
  122    3779      42
  122    4407      19
  122    4957      46
  123    2021      99
  123    2656      86
  123    2946      84
  123    3695      70
  123    4140       3
  123    4961      94
  124     445      55
  124     667      42
  124     835      52
  124    2482      92
  124    3419      89
  124    3480      78
  124    3837      59
  124    4294      60
  124    4863      69
  125     471      85
  125    1515      39
  125    2934      98
  125    2968      87
  125    3434      45
  125    3526      29
  125    3566      71
  125    3679      23
  125    3691      36
  125    4141      97
  125    4397      44
  126     727      34
  126    1126      60
  126    1199      96
  126    1700      60
  126    2249      48
  126    2589      85
  126    2725      14
  126    3079      55
  126    3759      21
  126    4288      87
  127     646      67
  127     821      81
  127    1020      35
  127    1638       2
  127    1639      12
  127    2126      42
  127    2320      98
  127    4343      64
  127    4517      55
  127    4831       7
  128     218      12
  128     910       4
  128    2028      63
  128    2269     100
  128    2991      14
  128    3338      31
  128    4820      43
  128    4874      74
  129    1558      30
  129    1600      23
  129    3085      88
  129    3417     100
  129    3428      39
  129    4008      30
  129    4019      35
  130    2068       9
  130    2416      79
  130    2903      79
  130    3568      53
  130    4021      29
  131     747      47
  131    1541      54
  131    1754      13
  131    1780      17
  131    2597      62
  131    3773       8
  131    3856      64
  131    4598      21
  131    4817      65
  132     767      27
  132    1206      73
  132    1501      18
  132    1760      70
  132    1821      92
  132    2082      92
  132    3519      68
  132    4416      96
  133     136      58
  133     535      88
  133     758      24
  133    1064      68
  133    1712       6
  133    2107      39
  133    2296      74
  133    2927      69
  133    2955      10
  133    2997      14
  133    3647      25
  133    3836      47
  133    3966      38
  133    4577      22
  133    4685      22
  133    4985      99
  133    4995      81
  134     212      63
  134     392      45
  134    1779      76
  134    2112      25
  134    3355      81
  134    4839      17
  134    4859      33
  134    4922      17
  135     769      37
  135    1253      43
  135    1459       7
  135    1465      22
  135    1548       5
  135    1909      22
  135    3126      91
  135    3134      87
  135    3304      39
  135    4563      53
  135    4615      26
  135    4638      28
  135    4757       1
  135    4960      71
  136     533      15
  136    1159      88
  136    1914      44
  136    2262      45
  136    2308      52
  136    2424      19
  136    3004      21
  136    3131      72
  136    3435      82
  136    3664      43
  136    4331      84
  137     299      14
  137     542      89
  137     709      55
  137    1556      92
  137    2703      42
  137    3390      39
  137    3505      18
  137    3602      50
  137    3834      47
  137    4380      70
  137    4664      72
  137    4798      31
  138     452      56
  138     492      47
  138     515      43
  138     904       8
  138    1898      99
  138    1989      99
  138    2248      42
  138    2790       3
  138    3168      34
  138    3195     100
  138    3343      32
  138    3585      25
  138    3691      16
  138    4160      17
  138    4493     100
  138    4558      93
  138    4905      21
  139     257      40
  139     466      51
  139     989     100
  139    1238      14
  139    1660      66
  139    3223      84
  139    3789      72
  139    4152      20
  139    4579      76
  139    4752      88
  139    4888      18
  140     373      10
  140     620      67
  140     763      15
  140    1195      10
  140    1938      63
  140    2202      81
  140    2690      53
  140    2853      44
  140    3428      90
  140    4238      94
  140    4492      68
  141     214      71
  141    1151      71
  141    1174      86
  141    1382      97
  141    2308      38
  141    2529      22
  141    4022       6
  141    4284      21
  142    1010      64
  142    1856      10
  142    2026      86
  142    2031      79
  142    3439      31
  142    3455      34
  142    3685      30
  142    4255      19
  142    4292      23
  143     580     100
  143    1523       3
  143    1647      59
  143    1660      85
  143    1789      90
  143    1917      80
  143    2372       3
  143    3357      67
  143    4249      47
  143    4302      57
  144     898      63
  144    2206      30
  144    2482      82
  144    3109      99
  144    3113      24
  144    3215      31
  144    3794       8
  144    4098      29
  144    4303      75
  144    4862       1
  145     465      69
  145     470      60
  145     790      53
  145    1041      99
  145    1698       5
  145    1867      30
  145    2575      44
  145    2929      32
  145    3070      67
  145    3467      25
  145    3526      19
  145    3906      90
  145    4507      90
  146    1338       2
  146    2330      39
  146    2939      10
  146    3469      74
  147     377       7
  147     430      95
  147     605      85
  147     718      73
  147     880      71
  147    1357      65
  147    1441      62
  147    1533      30
  147    2442      89
  147    3713      27
  147    4920      49
  147    4940      11
  148    1205      18
  148    1597       4
  148    1631      44
  148    3176      91
  148    3208      88
  148    3657      79
  148    3978      65
  148    4720      75
  148    4774       5
  148    4825      92
  149     263      69
  149     700      36
  149    1358      51
  149    1359      26
  149    1364       1
  149    1777      51
  149    1865      15
  149    1927      34
  149    2054      18
  149    2197      24
  149    3096      84
  149    3725      75
  149    3733      88
  149    4233      99
  149    4501      68
  149    4508      12
  150    2080      40
  150    2851      60
  150    2994      13
  150    3467       1
  150    4826      48
  151     294      32
  151    1957      10
  151    2441      49
  151    2588       9
  151    3021      68
  151    3137       6
  151    4161      41
  151    4414      22
  151    4498      30
  151    4693      50
  152     814      83
  152    1352      20
  152    1510      23
  152    1772      55
  152    2141       5
  152    2345      96
  152    2829      76
  152    3181      47
  152    4299      50
  153    1010      50
  153    1163      98
  153    1175      95
  153    1642      61
  153    3232      32
  153    3244      12
  153    3918      86
  153    4218      82
  153    4606      93
  153    4738      88
  153    4741      83
  154    1362      60
  154    2048       3
  154    2596      22
  154    3138      93
  154    3378      72
  154    3574      50
  154    3782      69
  155     158      39
  155     693      97
  155    1520       7
  155    1685      10
  155    1823      78
  155    2228      47
  155    3062      85
  155    4171      13
  155    4216      88
  155    4584      13
  155    4649      27
  156     196      47
  156     335      85
  156     457      68
  156     478       3
  156     680      30
  156     984      20
  156    1853      72
  156    2001      15
  156    2690      63
  156    2778      83
  156    3107      43
  156    3175      26
  156    3531      83
  156    3860      49
  156    4010      15
  157    1194      17
  157    1426      56
  157    1829      41
  157    1932      67
  157    3111      65
  157    3198      23
  157    3569      31
  157    4101      21
  157    4304      25
  157    4329      67
  158     163      70
  158     515      66
  158     951      30
  158    1764      39
  158    2120      19
  158    2222      21
  158    2442      30
  158    2883      37
  158    2933      88
  158    2998      18
  158    3226      80
  158    3461      80
  158    4256      37
  159     835      78
  159     865      38
  159    1437      90
  159    1516      18
  159    2016      95
  159    2553      99
  159    2904      78
  159    2914      86
  159    3235      20
  159    4235       5
  159    4539      85
  159    4842      72
  159    4852      72
  160     337      33
  160     961      13
  160    1068      49
  160    1266       2
  160    1491      43
  160    1784      91
  160    1916      46
  160    2238      13
  160    2288      70
  160    2379      67
  160    3311      20
  160    3785      12
  160    4793      53
  161     996      17
  161    1009      56
  161    1581       3
  161    2258      49
  161    2345      66
  161    4010      51
  162     956      70
  162    2283      84
  162    2705      76
  162    3639      22
  162    4236      98
  162    4508      71
  162    4850      24
  162    4959      18
  163     337      97
  163     595      89
  163    1270      98
  163    2187      24
  163    2613      45
  163    2962      95
  163    3854      83
  163    3878      92
  163    4884      92
  164     517      35
  164     749      83
  164     966      93
  164    1126      70
  164    1272      96
  164    1794      77
  164    3404      58
  164    3805      80
  164    3991      91
  164    4394      21
  164    4648      94
  164    4722      91
  165     312      88
  165     727      96
  165    1199      18
  165    1744      90
  165    2015      38
  165    2296       6
  165    2363      29
  165    2805      78
  165    3508      31
  165    3561      52
  166     524       1
  166     966      81
  166    1081      60
  166    1179      42
  166    1302      13
  166    1391      13
  166    2980      83
  166    3142      54
  166    3713      63
  166    4547       6
  166    4723       5
  167     586      95
  167    1936      47
  167    2369      45
  167    2559      63
  167    2678      65
  167    2971      24
  167    3267      68
  167    3314      25
  167    3795      26
  167    3825      71
  167    3829      67
  167    4963      70
  168     716      64
  168    2133      44
  168    3192      71
  168    4289      41
  168    4564       9
  169     593      15
  169    1736      52
  169    2836      41
  169    3387      44
  169    3436      92
  169    4192      69
  169    4818      26
  170    1635      96
  170    1938      89
  170    2630      77
  170    4179      27
  170    4302      58
  171     311      87
  171     984      82
  171    1223      88
  171    1337      25
  171    1683      37
  171    2347      95
  171    2767      95
  171    3083      70
  171    3722      45
  171    4406      51
  171    4521      22
  172     440      41
  172    1229      59
  172    1398      26
  172    1922      63
  172    2770      26
  172    2815       5
  172    2843      91
  172    3623      95
  172    3687      26
  172    3966      19
  172    4045      20
  172    4281       5
  172    4578      36
  173     409      76
  173    1535      82
  173    1728      76
  173    2359      31
  173    3699      88
  173    4481      79
  173    4936      91
  174    1684      76
  174    1742      56
  174    2914      11
  174    3555      69
  174    4148      71
  174    4493      14
  174    4877      26
  175     203      35
  175     226      74
  175     622      20
  175     811      59
  175    1010      68
  175    1475       8
  175    1811      48
  175    2085      27
  175    3541       5
  175    3567      42
  175    4079      79
  176     391      35
  176    1007      21
  176    1368      37
  176    1978      89
  176    2147      28
  176    2853      25
  176    2948      30
  176    3150       8
  176    3327      80
  176    3491      25
  176    4047      58
  176    4202      31
  177     675      54
  177     708      41
  177    3008       9
  177    3659      14
  177    4286      83
  177    4672      87
  178     889      65
  178     973      93
  178    1650       9
  178    2274      43
  178    2601      92
  178    2955      60
  178    3719      53
  178    4414       4
  179    1039       1
  179    1053      22
  179    1509      82
  179    3630      85
  179    4340      82
  179    4351      73
  179    4441      20
  179    4803      41
  179    4907      10
  180     282      22
  180     767      18
  180    1173       1
  180    2029      44
  180    2328      25
  180    3008      49
  180    4143      33
  180    4243      89
  180    4698      87
  180    4825      89
  180    4923      30
  181     503      46
  181     774     100
  181    1254      93
  181    1482      84
  181    1712      97
  181    2581      42
  181    2730      82
  181    3083      60
  181    3874      12
  182     446      31
  182     497      33
  182     562      61
  182    1415      40
  182    1596      46
  182    1691      71
  182    2511      78
  182    2959      59
  182    3286      21
  182    3434      11
  182    3550       4
  182    3949      24
  182    4575      24
  182    4951      14
  182    4968      56
  183     369      65
  183     815      79
  183     863      85
