  500     550
  144     383      30
  144     454      33
  145     363      37
  145     407      85
  146     222       1
  146     280      34
  146     298      54
  146     421      59
  147     421      73
  148     249      44
  149     217       4
  149     314       2
  150     153      21
  150     365      72
  150     380      17
  151     412      24
  154     159      31
  154     259      92
  154     340      58
  154     429      18
  155     292      59
  155     414      27
  155     432      34
  155     459      45
  157     315      34
  157     497      56
  158     225       7
  158     245      58
  158     297      26
  158     466      91
  159     485      35
  160     180      77
  161     498      15
  162     323      52
  163     337      13
  163     498      81
  164     202      83
  164     238      96
  164     267      25
  164     346      36
  165     230      81
  165     246      54
  165     297       2
  165     316      31
  166     320      16
  167     423      63
  168     205      92
  168     224      78
  168     256      52
  168     308      98
  169     427      30
  170     211      30
  170     451       2
  171     197      11
  171     307      64
  171     430      97
  172     318      14
  173     445      85
  174     293      61
  174     477      55
  175     204      35
  175     291      60
  176     470      20
  177     447      54
  178     259      43
  178     318      80
  178     370      39
  179     210      40
  180     276      70
  180     360      82
  181     374      79
  182     330       7
  182     435      82
  183     211      54
  185     346      74
  185     419      73
  186     344      90
  188     408      29
  189     481      53
  189     494      47
  190     247       3
  190     330      44
  191     332      30
  191     455      69
  193     312      67
  193     416      74
  193     425      52
  194     367      23
  194     389      79
  195     327      70
  195     356      20
  196     320      99
  197     297      23
  197     348      95
  198     339       9
  198     365      34
  198     495      70
  199     397      59
  200     402      84
  201     385       3
  202     248       2
  202     420      14
  203     242      18
  203     479     100
  204     295      14
  205     410      43
  207     449      86
  208     262      37
  209     376      77
  209     478      54
  210     299       5
  210     305      48
  210     476      69
  212     379      83
  212     469      94
  213     369      19
  213     492      43
  214     331       6
  215     282      48
  215     338      97
  215     494      26
  216     406      41
  216     465      34
  218     419      33
  219     292      67
  220     384      54
  221     494      34
  222     318      75
  223     422      98
  227     414      84
  228     294      67
  229     413      75
  230     418      89
  231     415      64
  232     249      80
  233     352      63
  233     432      30
  235     315      89
  235     331      11
  235     462      60
  236     304      76
  236     335      30
  240     441      99
  241     369      89
  242     350      32
  243     364      95
  244     300      94
  244     325      10
  245     273      94
  251     404      60
  251     427       9
  253     292      56
  254     309      19
  254     375      39
  255     365      79
  257     338      28
  258     308      76
  258     499      52
  259     411      86
  262     266      29
  262     308      56
  264     409      52
  265     282      92
  265     392      74
  266     333      69
  268     294      75
  268     376      42
  269     355      86
  270     357      33
  272     282      64
  274     365       4
  275     393      74
  276     339      26
  277     345      82
  278     360      25
  278     372       5
  278     388      64
  279     341      10
  279     473      82
  281     491      35
  282     410      30
  283     483      12
  284     357      32
  285     335      74
  287     412      27
  288     292      90
  288     322      92
  288     379     100
  290     313      46
  290     322      63
  291     404      48
  292     359      23
  292     370      14
  292     427      58
  292     447      77
  292     451     100
  293     471      68
  294     350      14
  296     420      96
  297     370      64
  301     472      98
  303     319      95
  306     483      84
  307     393      50
  308     482      89
  309     329      12
  309     350      77
  310     400       5
  313     466      32
  314     432      21
  318     350      33
  318     354       3
  319     488      98
  320     346      71
  321     330      90
  324     475      99
  325     373      20
  325     383      82
  325     388      15
  326     422      63
  326     451       4
  327     395      60
  329     391      89
  331     440      41
  336     366      81
  337     361      11
  340     446      97
  341     385      30
  341     444      90
  342     484      63
  344     387      13
  345     430      81
  348     448      11
  351     494      18
  352     460      44
  353     390      26
  357     475      38
  358     419      88
  361     480      13
  362     415      97
  365     451      40
  366     480      46
  368     383      62
  368     431      96
  368     450      65
  369     419      72
  370     385      75
  370     484       6
  377     411       9
  378     431      55
  378     452      76
  378     453      83
  381     394      49
  381     498      14
  383     386      96
  383     427      11
  383     490      10
  384     445      66
  388     484      51
  396     473      97
  400     436      16
  403     413      76
  403     439      55
  404     463      50
  405     463      15
  411     438      30
  414     434      78
  414     463      75
  414     488      73
  415     493      34
  417     464      16
  420     428       9
  425     487      19
  426     429      96
  436     479      84
  438     468      72
  438     498      44
  439     448      66
  443     473       2
  461     464      35
  465     476      51
  480     499      36
  494     498      89
